"mediamovil....c.mm2."
26.3122157
26.6848842
27.0339977
27.4167606
27.6968927
27.935804
28.1284473
28.3059486
28.4068973
28.4910211
28.6424438
28.7417098
28.8148976
28.8426589
28.8771497
28.9604324
28.9520201
28.8805146
28.8729435
28.9023871
28.8569599
28.8527531
28.8838788
28.9402413
29.0268885
29.0487604
29.0882985
29.1429791
29.1682157
29.1909288
29.2001827
29.1564388
29.0714738
28.9335111
28.758534
28.6516967
28.4590534
28.2033172
27.9341216
27.6094039
27.3141294
27.0558696
26.851449
26.6924551
26.5637455
26.3113745
26.1422859
26.0245129
25.9790858
25.976562
25.962261
26.0472258
26.1237784
26.1540629
26.2137908
26.266789
26.3761499
26.4905582
26.616744
26.6789958
26.7101217
26.6840433
26.6285215
26.5780475
26.5326209
26.4813052
26.329041
26.1683646
25.8789791
25.6392263
25.4894863
25.3616184
25.1706577
24.9973629
24.7836884
24.5489834
24.4051319
24.2410904
24.17295
24.0947152
23.9727354
23.8086942
23.7346654
23.6589538
23.5411807
23.4730405
23.3603147
23.2728263
23.2046861
23.1382281
23.0751353
23.0061538
22.9960588
23.0002652
23.0271848
23.0465331
23.0389621
23.049057
23.0625166
23.1205618
23.1542115
23.1449576
23.0751353
22.9960589
22.9624094
22.9716629
22.9876465
22.9868053
22.9640922
22.9573625
22.9615687
23.0372801
23.0414862
23.0557872
23.0599935
23.0650411
23.0810246
23.1508473
23.2770327
23.323301
23.3670453
23.3914415
23.4982784
23.5983856
23.7447609
23.8305672
23.8844064
23.8869298
23.8776763
23.8945008
23.9273089
23.8987065
23.8995478
23.9331972
24.0728426
24.1064919
24.1889328
24.2730568
24.2797867
24.3016591
24.3201663
24.3883065
24.4446694
24.5010323
24.394195
24.3933536
24.4051313
24.4093376
24.4278446
24.4413042
24.468224
24.4858902
24.4513994
24.4219561
24.3950367
24.3361504
24.3411976
24.3361498
24.3748471
24.4438286
24.5010328
24.5876802
24.7441503
24.8476224
24.9569831
25.1302779
25.2312264
25.32881
25.3792841
25.4364884
25.5408017
25.6442739
25.6939068
25.7578409
25.8217749
25.8613131
26.0034821
26.1162079
26.2003315
26.2423931
26.2381868
26.3668962
26.4594325
26.5553334
26.699185
26.907812
27.0390451
27.1913091
27.3351608
27.5866909
27.8003655
27.8769179
28.025817
28.1856523
28.3421085
28.471214
28.5045355
28.5970253
28.7807152
28.8528162
28.871298
28.8490867
28.8040334
28.6983609
28.5900685
28.4206433
28.3350575
28.2346255
28.0826666
27.9053814
27.851235
27.7874823
27.6940365
27.6634701
27.5281046
27.4695917
27.4390253
27.3857523
27.3359728
27.2757133
27.2774601
27.2870666
27.4765783
27.6748234
27.8695752
27.9525413
27.956908
27.9935877
28.0669472
28.2136658
28.2721784
28.3140981
28.1857192
28.0180405
27.9036348
27.8512351
27.7752559
27.6931632
27.5796306
27.4748316
27.400599
27.4826915
27.5700241
27.7735089
27.9062543
27.988347
28.1175989
28.2154114
28.3324371
28.3813432
28.3699901
28.1927049
27.9953332
27.7123757
27.522864
27.3254923
27.1482072
26.9936288
26.8504034
26.7997505
26.7490976
26.7228981
26.7840309
26.8652502
26.9071699
26.9953758
27.0713553
27.1604344
27.2460203
27.2879402
27.3726526
27.4634784
27.5141315
27.5080184
27.5115117
27.4826921
27.4660987
27.3822594
27.3062802
27.121135
27.0311827
26.9613165
26.864377
26.7490978
26.6600187
26.5884058
26.4582806
26.3630881
26.3098151
26.3788079
26.3098149
26.2609088
26.2757556
26.2906024
26.324662
26.3237888
26.4093746
26.5080606
26.5517269
26.5403734
26.5360071
26.5517269
26.5473602
26.5726864
26.5822929
26.6643854
26.7045583
26.6932048
26.691458
26.7036847
26.7866506
26.8844631
26.9779091
27.0372954
27.1412211
27.237287
27.3219998
27.4800719
27.5883643
27.7307164
27.8197958
27.9254682
27.9848543
28.1219665
28.1630131
28.1953262
28.2049326
28.1778595
28.1630129
28.1062468
28.061707
27.9796144
27.9219749
27.8128091
27.7045165
27.6180572
27.5543044
27.5577976
27.5839977
27.6372705
27.6756967
27.6582303
27.6791901
27.6992764
27.7202364
27.7997089
27.8713215
28.0110534
28.1193456
28.2092983
28.3577635
28.5394154
28.7062205
28.8616727
29.082624
29.2730091
29.3725683
29.3795551
29.4389413
29.5219073
29.5341341
29.5865333
29.6415529
29.7192789
29.7673117
29.7411119
29.7786649
29.808358
29.810978
29.8354312
29.8913244
29.9218906
29.9262573
29.9882632
30.0127165
30.086949
30.2686007
30.4397728
30.5620384
30.6947841
30.7934693
30.9035085
30.9847277
31.0004477
30.9201018
30.7288438
30.5271054
30.3122672
30.1480822
29.9865166
29.8223319
29.610987
29.4826082
29.292223
29.3332691
29.4616479
29.5332609
29.6267067
29.770805
29.8616309
30.0397889
30.190001
30.2537535
30.3113932
30.389119
30.4947911
30.5987172
30.7096295
30.713123
30.6904166
30.5926043
30.4624788
30.2502607
30.0965553
29.9838964
29.9393572
29.9122837
29.8555174
29.8249512
29.8258241
29.970796
30.1646744
30.4930451
30.8432488
31.0781737
31.1471661
31.2004389
31.2615719
31.5130896
31.769848
31.8825074
32.0082665
32.0519328
32.1244189
32.1803117
32.3156777
32.4021369
32.3497369
32.1811849
32.0458196
31.9811933
31.8143877
31.6746553
31.470297
31.1672527
30.9074194
30.8359516
30.8049802
30.7203683
30.5760995
30.3546109
30.2592084
30.1347062
30.0385747
29.9919526
29.9160767
29.6847927
29.5412689
29.3886034
29.187487
29.082358
29.0485336
29.0942417
29.130808
29.1884004
29.2587911
29.3008428
29.3758043
29.5860624
29.8374578
29.9809819
30.019377
30.1071372
30.2104381
30.3448205
30.4636623
30.6090147
30.7607664
30.8009897
30.8786941
30.9408575
31.0011925
30.9728533
30.9984497
31.099922
31.1812826
31.4171373
31.6246528
31.7681768
31.8568506
31.9775205
32.1374992
32.3185041
32.4428308
32.5086509
32.6869132
32.6192653
32.579956
32.6018958
32.6183509
32.5708143
32.5397331
32.5287632
32.4739132
32.4574581
32.2801098
32.2334869
32.331303
32.4647712
32.7015399
32.9657338
33.187876
33.3432841
33.6001647
33.6897529
33.8104229
33.9420628
33.8954404
33.8387621
33.6860968
33.6668993
33.6678133
33.6376459
33.6924959
33.7546591
34.0042261
34.1623769
34.3488667
34.5143307
34.7300739
34.8717693
35.0061515
35.2319503
35.3187965
35.5034583
35.5263125
35.6195575
35.6835494
35.7009188
35.7383994
35.772224
35.8042198
35.7850223
35.8307303
35.8682109
35.8462711
35.7676528
35.6716648
35.6140721
35.5875615
35.4540928
35.3151398
35.1661309
34.9832975
34.7949796
34.5902062
34.4933045
34.3397251
34.2135704
34.0279949
33.794883
33.5334318
33.2089029
32.8194684
32.4455745
32.1228744
31.6886455
31.2507599
30.7534538
30.216838
29.7890082
29.4599084
29.3831185
29.3648351
29.2779893
29.1463493
28.9991688
28.8647863
28.8657005
28.9589455
29.0732163
29.2121693
29.0860144
29.0284222
29.0174523
28.9936838
29.0046537
29.2112554
29.4105434
29.6308572
29.9471586
30.1546743
30.4060701
30.5806758
30.7397403
30.9591406
31.2105364
31.3549746
31.3878847
31.3577177
31.1840259
31.0688413
31.052386
30.9646259
30.7790506
30.6912906
30.6492387
30.6026161
30.5834183
30.5331391
30.6199849
30.7141437
30.8686375
31.1145481
31.5478622
31.9327258
32.237143
32.5443024
32.8322651
33.1659353
33.4237301
33.625761
33.7427745
33.8268775
33.8168219
33.7884826
33.8223068
33.9128097
34.0225097
34.0673042
34.1056991
34.2126564
34.293103
34.3872627
34.5015339
34.5783237
34.5874656
34.507933
34.4411987
34.3790351
34.3150439
34.2291121
34.1504939
34.1047851
34.0965576
34.1322105
34.2592796
34.3698936
34.4914775
34.7245898
35.0253501
35.2877162
35.5848201
35.8142756
36.0135634
36.1671432
36.2302208
36.372831
36.5035569
36.5465226
36.4916726
36.4733891
36.4487068
36.4953293
36.5492649
36.6205699
36.7001021
36.8445399
36.8244281
36.8765358
36.9277294
36.9514973
36.950583
36.8820203
36.8317411
36.8289984
36.9697798
36.909445
36.9414411
36.9441835
36.9405264
36.9259001
36.9377844
37.0255449
37.1261037
37.1343312
37.0319447
36.9377857
36.8911629
36.7110721
36.6169135
36.5657202
36.5108702
36.349063
36.1177783
35.9303744
35.7226237
35.6292159
35.4878459
35.4965156
35.4038467
35.2458603
35.0168659
34.8699093
34.7313877
34.6010491
34.5138371
34.3480389
34.214825
34.0902366
34.1055705
34.2042827
34.2502849
34.2665774
34.3039538
34.2732859
34.2397429
34.2387847
34.2895782
34.2320758
33.9838577
33.6493861
33.4442942
33.2842459
33.08203
32.9785258
32.9488162
33.0101519
33.0465704
33.1270735
33.2890387
33.4893386
33.7509742
33.9455242
34.2014091
34.3442066
34.4237518
34.3978756
34.4237511
34.4180012
34.3643322
34.4036255
34.2445355
34.0796952
33.8793957
33.749057
33.4308777
33.1328242
32.7667264
32.3565433
32.0402805
31.6377643
31.3703788
31.1394112
30.9132354
30.700477
30.6592668
30.6611836
30.6583086
30.7445621
30.9276111
31.1557037
31.398172
31.6310564
31.8648994
32.0719075
32.2741239
32.4485473
32.6392635
32.8596889
32.9871524
33.0983233
33.1740347
33.2602881
33.3695422
33.5190486
33.7365988
33.9790671
34.1141974
34.2282439
34.3518737
34.5119216
34.6968871
34.8761027
35.0390261
35.2067408
35.3188704
35.3936236
35.5517546
35.6523833
35.7702631
35.8603499
35.9581038
36.0520243
36.0798167
36.1325274
36.0386073
35.9868548
35.9676875
35.9906882
35.9437282
35.8881427
35.8009311
35.6456749
35.5421711
35.4108742
35.4444168
35.4079987
35.2680764
35.2489095
35.346663
35.4444173
35.5670888
35.7242615
35.8919765
36.2053642
36.4947926
36.8838917
37.4531647
37.9256416
38.3252826
38.7690086
39.1360645
39.4897038
39.9123456
40.2669431
40.4298665
40.5487042
40.5372036
40.5247448
40.5266617
40.3876976
40.4030316
40.5055771
40.5084522
40.351279
40.5161185
40.5707458
40.635915
40.6589157
40.6905418
40.7288764
40.7269602
40.663708
40.601414
40.5209105
40.3330699
40.3225283
40.3445707
40.3359457
40.2832354
40.3752394
40.3982401
40.6042902
40.7154612
40.8659255
40.9713466
40.9790134
40.9397201
40.9406784
40.9378033
40.9234277
40.8477163
40.5860807
40.4797014
40.4308248
40.3867394
40.329237
40.3129449
40.4020737
40.4030319
40.3733222
40.4749095
40.5889556
40.6838343
40.7873385
40.9186355
41.0173477
41.0480155
41.0135139
41.0547241
41.1170185
41.1591869
41.1994384
41.1812294
41.1841045
41.1400192
41.201355
41.2713162
41.3307351
41.4495732
41.5137837
41.6096207
41.6747899
41.8664643
42.0322625
42.2967732
42.4855724
42.7117481
42.7740424
42.6935393
42.4759894
42.3197753
42.2536479
42.1127669
41.7993792
41.3757788
40.8093814
40.4289077
40.081977
39.6123748
39.3976993
39.1159378
38.4537029
37.8681381
37.1330673
36.2849085
35.2297413
34.6058418
34.4103344
34.2579533
33.9503163
33.6024273
33.3082073
32.9775692
32.9334839
33.5037153
34.217702
34.4946712
34.3547485
34.4601696
34.5205467
34.6796364
35.1521138
35.616924
36.0731092
36.326119
36.8340559
37.2394472
37.7981779
38.335824
39.10348
39.6670023
40.0704763
40.4835344
41.1390604
41.4217802
41.6527475
41.8166288
41.9105493
41.8825929
41.6939629
41.512212
41.5631329
41.5780102
41.4011703
41.3295017
41.3470425
41.5
41.6040001
41.786
41.9509998
42.1860001
42.3539997
42.5599994
42.7819995
42.8939994
43.0289992
43.1909995
43.2039996
43.3049998
43.3350001
43.4129999
43.5200003
43.5030005
43.4740005
43.4820003
43.3990005
43.2660003
43.3800003
43.3530003
43.4270001
43.394
43.2569997
43.2369996
43.1999997
43.3519997
43.5209996
43.5979997
43.6749997
43.6589997
43.5849999
43.5299999
43.5209999
43.575
43.6470001
43.4710003
43.2820003
43.1230002
43.1290003
43.3010004
43.4810003
43.7620005
44.0300005
44.1290003
44.226
44.4829999
44.7229997
45.0619997
45.4269995
45.8839995
46.3819995
