"mediamovil....c.mm2."
NA
NA
NA
NA
NA
NA
NA
NA
NA
19.9721122
19.9308248
19.8544826
19.735295
19.6005269
19.5335324
19.5008145
19.5374276
19.5101626
19.5101626
19.4976988
19.4961406
19.4875714
19.4657592
19.4797815
19.4610855
19.407334
19.3364447
19.2834725
19.3411188
19.4860132
19.588842
19.7158198
19.8046263
19.8575983
19.8762943
19.9300458
19.9705539
20.0320952
20.0422221
20.0944158
20.137261
20.1154491
20.2323
20.2650181
20.3016312
20.3507085
20.4325038
20.5142991
20.5875255
20.5439011
20.5602598
20.6311491
20.6249168
20.6872373
20.7277456
20.7409887
20.7604639
20.7386517
20.7152819
20.7254092
20.6514043
20.596095
20.6179073
20.6428358
20.6498468
20.6591945
20.6677636
20.68646
20.6451725
20.6646475
20.7137249
20.7534538
20.7363157
20.6802271
20.7916248
20.9201605
21.0705086
21.2138451
21.3875632
21.5122038
21.7420098
21.900927
22.0388107
22.2222165
22.2123596
22.2518119
22.2529845
22.2787059
22.2958036
22.3413597
22.3117591
22.4030548
22.5174841
22.6230864
22.7415867
22.7738318
22.777056
22.7311068
22.7343313
22.7117601
22.6440458
22.5416679
22.4070451
22.2724222
22.1756876
22.0902384
22.0434834
22.0523506
22.0176874
22.0176874
22.0523508
22.0725038
22.1128099
22.1474732
22.1829422
22.2522689
22.3143403
22.4005958
22.4747589
22.4723404
22.5207081
22.5368307
22.4860451
22.498137
22.5424741
22.6174438
22.6384031
22.6770969
22.6988626
22.7327198
22.756097
22.781893
22.9189341
22.9745567
23.0140566
23.0019648
23.0817713
23.1551287
23.300231
23.436466
23.4695175
23.4969261
23.4388851
23.4759667
23.4670996
23.4816097
23.5138546
23.4856403
23.3921301
23.3123236
23.3236092
23.3937418
23.4912832
23.4501708
23.3340888
23.2212314
23.0535575
22.8899141
22.7278827
22.5819745
22.3312698
22.0176872
21.6928186
21.4195425
21.2921747
21.1245008
20.9479595
20.7972143
20.6908058
20.5932648
20.5795605
20.6263159
20.7270817
20.83349
20.8923372
20.9463476
21.0471132
21.2059198
21.314747
21.418737
21.4961252
21.5525536
21.579962
21.5694825
21.6033399
21.6378578
21.6182871
21.5649769
21.4904957
21.4646404
21.5075523
21.5618127
21.5399486
21.5583634
21.5437663
21.5437663
21.6174797
21.6944328
21.8386194
21.9755157
22.0289781
22.0832504
22.2347275
22.3934951
22.5287713
22.7021191
22.7993237
22.8625067
22.9224495
22.8584565
22.8301053
22.7393813
22.6332663
22.5295814
22.4372371
22.3141117
22.1828856
22.0654301
21.8702111
21.696863
21.4943535
21.3655575
21.2570124
21.1460374
21.0423526
20.9670192
20.8892556
20.7612697
20.5846816
20.4364448
20.3084586
20.1351107
19.9269312
19.7268516
19.4935609
19.2578397
19.029409
18.8236595
18.7345554
18.7021539
18.6446414
18.6794728
18.7207846
18.7394156
18.7507559
18.7434656
18.7677667
18.795308
18.8147487
18.8058381
18.8123184
18.7232142
18.6324899
18.5474361
18.4559019
18.3311558
18.1893992
18.0500726
17.9164165
17.8362228
17.755219
17.7228177
17.7001366
17.7025666
17.7382083
17.8013915
17.9058865
18.0290121
18.1618581
18.2979444
18.5239446
18.7645255
18.9459741
19.114462
19.2327275
19.3420826
19.4060755
19.4376675
19.4012158
19.3607142
19.2537896
19.1582053
19.1420045
19.1744058
19.2951013
19.4230873
19.6158764
19.7973246
20.0257552
20.1618415
20.2954976
20.4186235
20.5409392
20.5984522
20.6673056
20.8090622
20.8042019
20.9354278
21.0334426
21.2043605
21.3704183
21.4838233
21.689573
21.8394298
21.9512147
22.0605699
22.168305
22.2760403
22.5077111
22.807425
23.0139845
23.2812971
23.3315195
23.3436702
23.4044233
23.396323
23.5218789
23.5064881
23.395513
23.1711325
23.0415265
22.8446872
22.7531526
22.8106653
22.8584573
22.963762
23.0156044
23.094178
23.1986729
23.2934775
23.4186289
23.5741886
23.709092
23.747255
23.7103944
23.6293559
23.5502797
23.5285625
23.4301375
23.404059
23.3401251
23.2290818
23.1584177
23.1500053
23.237494
23.3031108
23.3359187
23.3376013
23.4335025
23.4822942
23.5058488
23.5933377
23.6547481
23.7548551
23.8154243
23.8945003
23.9946077
24.1149046
24.1889335
24.2318367
24.2957708
24.3538158
24.3386733
24.2427724
24.1350938
24.0543352
24.0240505
23.9651636
23.8970234
23.8272007
23.8381367
23.7413947
23.6783021
23.666525
23.7001747
23.6825086
23.7119521
23.7439192
23.8288841
23.9146905
23.8238368
23.8448676
23.9660058
24.0753665
24.1090159
24.1662201
24.1544426
24.1451889
24.1140629
24.1763142
24.4547638
24.820702
25.1916874
25.5593081
25.9429123
